episode,steps,final_battery,total_reward,total_directional_reward,total_battery_reward,total_movement_penalty,loss,episode_time,rollout_time,inference_time,env_time,update_time,peak_solar_w,mean_solar_w,start_battery,min_battery,idle_mAh,motion_mAh,path_m,turn_integral,net_displacement_m
1,720,45.04201018511863,149.9368372460066,141.95269432934947,12.718295987856408,4.407398650031326,,42.79807972116396,42.556206920184195,0.6632145983166993,41.892992321867496,0.0,42.2629401781231,19.656732741737986,38.682862191190424,24.23632456133793,11582.407814094506,1243.8666872856136,1797.2003899799697,1358.046443337981,132.02526951729914
2,720,53.82456052483676,175.0363283550121,144.8766159294099,34.596764977110084,4.141989459239275,1.9583041667938232,43.01286575617269,42.391443104017526,0.53727096458897,41.854172139428556,0.3463775422424078,42.26358359344427,19.544919505878415,36.52617803628174,10.931556790924535,11595.992940387927,1165.484105006121,1677.719641294074,1378.2944594352634,122.72993224989729
3,720,33.341026843085004,94.37471966406456,111.6739553276354,-13.264088388131853,3.7334301810120296,,40.956565849948674,40.68916322477162,0.5394918187521398,40.14967140601948,0.0,42.2559389507524,15.12357811457609,39.97307103715093,16.52914717046196,11590.922575659917,1285.842727649939,1737.1412315404052,1383.3319205531668,296.0737516609094
4,720,60.131135808838984,173.49316651748214,136.24619213483362,41.78100402898475,4.247709758382523,1.8125354051589966,47.312979311682284,46.75985658727586,0.5403164657764137,46.21954012149945,0.2551471320912242,42.2538700987475,18.399817064243624,39.24063379434661,9.283658511427472,11622.378570282535,1301.8012075466859,1797.4016826480035,1251.7987201167398,352.89015755567357
5,720,49.748249109522376,146.3380384235109,129.66941424028852,20.963795381849536,3.997022767985424,,40.12917049322277,39.891840651631355,0.5353267397731543,39.3565139118582,0.0,42.261278658696504,17.564953839979147,39.26635141859761,20.700775224041006,11583.175369056507,1233.0007025448208,1752.3109369184351,1300.7470038446102,262.05677463025944
6,103,0.0,-59.75678041267521,8.541025006156335,-67.82482429240446,0.4232607878977823,,10.790961734950542,10.526924099307507,0.08097195904701948,10.445952140260488,0.0,17.09914214587432,5.459229030375037,33.912412146202215,0.0,1672.8297448690344,213.98715667772473,268.27179519994,202.18490658890747,76.71052418605616
7,720,69.0542627626708,214.8791715714417,158.95466111365826,60.878754250726146,4.63605792038031,1.526222825050354,40.03012091573328,39.47922334866598,0.5472354516386986,38.931987897027284,0.29564620926976204,42.26341864593799,20.834957222413145,38.61488563730773,21.487002328390147,11582.97292167648,1209.874190333126,1766.421237442756,1372.0197212743603,237.4376149479331
8,76,0.0,-67.88625771994785,1.4856346035654573,-69.12251594011902,0.2148904050106686,,9.071234395727515,8.798685702960938,0.057255476247519255,8.741430226713419,0.0,4.654685050997074,1.1354693068769748,34.561257970059515,0.0,1231.3253184952841,152.66989373965754,190.8363811006387,147.5833162316769,32.76202421296012
9,112,0.0,-48.91012799712794,12.525198870597812,-60.92797454582852,0.4625993019277347,,11.316113321110606,11.064225108362734,0.08571710018441081,10.978508008178324,0.0,18.229010213415496,6.60378873493108,30.46398727291426,0.0,1818.1619140730893,210.47087452204937,262.27331102986784,219.13480758445633,64.13174260493203
10,89,0.0,-71.44671119628495,3.1433754974376504,-74.28009609954314,0.27332856254496013,,12.165429051034153,11.849946854170412,0.0670330268330872,11.782913827337325,0.0,12.674855418063652,2.0561968750302597,37.140048049771565,0.0,1441.6419542860885,173.57129032638443,218.2257622233187,164.49463765190862,26.85689912821179
