episode,avg_reward,best_avg_reward,reward_above_threshold,avg_lyap,avg_barrier,avg_std,exploration_cleared,stable,checks_since_best
300,-105.9862,-105.9862,True,0.02748297117650509,0.08071958255022764,0.4808152988553047,True,False,0
302,-106.12042,-105.9862,True,0.027528834994882345,0.08038749154657125,0.4808246612548828,True,False,1
304,-106.1509,-105.9862,True,0.027506326045840978,0.08027917202562093,0.4808338463306427,True,False,2
306,-105.89948,-105.89948,True,0.027493852004408837,0.0790786413475871,0.4808428481221199,True,False,0
308,-105.87159,-105.87159,True,0.02748124897480011,0.07718532513827085,0.48085170835256574,True,False,0
310,-105.78369,-105.78369,True,0.027479439042508602,0.07513348814100027,0.48086034655570986,True,False,0
312,-105.67508,-105.67508,True,0.027392617892473936,0.07348786927759647,0.48086876720190047,True,False,0
314,-105.74915,-105.67508,True,0.027353349141776562,0.07242264151573181,0.4808769717812538,True,False,1
316,-105.5709,-105.5709,True,0.027358099166303874,0.07054788433015347,0.4808849826455116,True,False,0
318,-105.30001,-105.30001,True,0.027408612240105868,0.06806243099272251,0.4808927461504936,True,False,0
320,-105.43801,-105.30001,True,0.027373566385358573,0.06545299552381038,0.4809002846479416,True,False,1
322,-105.3921,-105.30001,True,0.027386046573519708,0.06368415765464305,0.48090762197971343,True,False,2
324,-105.245804,-105.245804,True,0.027300882060080765,0.0627396261319518,0.48091477155685425,True,False,0
326,-105.54273,-105.245804,True,0.027282464783638716,0.06187945771962404,0.4809217467904091,True,False,1
328,-105.62206,-105.245804,True,0.0272600625641644,0.06104166693985462,0.48092845678329466,True,False,2
330,-105.67415,-105.245804,True,0.02711572665721178,0.06063795257359743,0.4809349596500397,True,False,3
332,-105.70051,-105.245804,True,0.027040209900587798,0.05925315339118242,0.4809412956237793,True,False,4
334,-105.834656,-105.245804,True,0.027041595056653024,0.0576873523183167,0.48094749450683594,True,False,5
336,-105.9001,-105.245804,True,0.027008619159460068,0.05499883922748268,0.48095363527536394,True,False,6
338,-105.84253,-105.245804,True,0.02697070864960551,0.05283702006563544,0.48095970451831815,True,False,7
340,-105.6181,-105.245804,True,0.026969899889081717,0.04870185244362801,0.4809657096862793,True,False,8
342,-105.743835,-105.245804,True,0.026935979072004557,0.04365361134987324,0.4809716805815697,True,False,9
